company_id,type,rule_id,text,confidence_pct
INDUSINDBK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,86.0
INDUSINDBK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,92.0
INDUSINDBK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90.0
INDUSINDBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
INDUSINDBK,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,94.0
INDUSINDBK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91.0
INDUSINDBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,86.0
INDUSINDBK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
INFY,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,86.0
INFY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95.0
INFY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92.0
INFY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
IOC,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss.,88.0
IOC,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,94.0
IOC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
IOC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88.0
IOC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91.0
IOC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
IOC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,90.0
IRCTC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,86.0
IRCTC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95.0
IRCTC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90.0
IRCTC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
IRCTC,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,94.0
IRCTC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
IRCTC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91.0
IRCTC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
IRCTC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,90.0
IRFC,con,CON_01,Debt-to-equity ratio of 8.38 is elevated for a non-financial company and warrants monitoring.,92.0
IRFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,94.0
IRFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,92.0
IRFC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90.0
IRFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
IRFC,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,94.0
IRFC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91.0
IRFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
ITC,con,CON_99,Business performance may face future market and industry risks.,65.0
ITC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95.0
ITC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92.0
ITC,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,96.0
ITC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
ITC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
ITC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
ITC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,90.0
JINDALSTEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss.,88.0
JINDALSTEL,con,CON_12,Revenue growing below 5% over 5 years lags inflation and suggests limited business momentum.,86.0
JINDALSTEL,pro,PRO_99,Company has an established market presence and long-term business potential.,65.0
JIOFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,92.0
JIOFIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,96.0
JIOFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
JIOFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
JSWENERGY,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,88.0
JSWENERGY,con,CON_12,Revenue growing below 5% over 5 years lags inflation and suggests limited business momentum.,86.0
JSWENERGY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
JSWENERGY,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,94.0
JSWENERGY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91.0
JSWENERGY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
JSWSTEEL,con,CON_99,Business performance may face future market and industry risks.,65.0
JSWSTEEL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90.0
KOTAKBANK,con,CON_01,Debt-to-equity ratio of 4.00 is elevated for a non-financial company and warrants monitoring.,92.0
KOTAKBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,94.0
KOTAKBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,92.0
KOTAKBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
KOTAKBANK,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,94.0
KOTAKBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91.0
KOTAKBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,86.0
KOTAKBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
LICI,con,CON_99,Business performance may face future market and industry risks.,65.0
LICI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95.0
LICI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92.0
LICI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,96.0
LICI,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,94.0
LICI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
LICI,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88.0
LICI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
LODHA,con,CON_12,Revenue growing below 5% over 5 years lags inflation and suggests limited business momentum.,86.0
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
LODHA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
LODHA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,90.0
LT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,86.0
LT,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,88.0
LT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95.0
LT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,86.0
LTIM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,86.0
LTIM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,88.0
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95.0
LTIM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92.0
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90.0
LTIM,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,94.0
LTIM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
M&M,con,CON_99,Business performance may face future market and industry risks.,65.0
M&M,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91.0
M&M,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
MARUTI,con,CON_99,Business performance may face future market and industry risks.,65.0
MARUTI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92.0
MARUTI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,96.0
MARUTI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
MARUTI,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,86.0
MARUTI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
MARUTI,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,90.0
MOTHERSON,con,CON_99,Business performance may face future market and industry risks.,65.0
MOTHERSON,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92.0
MOTHERSON,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,86.0
NAUKRI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,92.0
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90.0
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
NESTLEIND,con,CON_99,Business performance may face future market and industry risks.,65.0
NESTLEIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95.0
NESTLEIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92.0
NESTLEIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
NESTLEIND,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88.0
NESTLEIND,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91.0
NESTLEIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
NHPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,88.0
NHPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,92.0
NHPC,con,CON_12,Revenue growing below 5% over 5 years lags inflation and suggests limited business momentum.,86.0
NHPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92.0
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
NHPC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
NHPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
NTPC,con,CON_99,Business performance may face future market and industry risks.,65.0
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
NTPC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88.0
ONGC,con,CON_99,Business performance may face future market and industry risks.,65.0
ONGC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92.0
ONGC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
ONGC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
PFC,con,CON_01,Debt-to-equity ratio of 8.52 is elevated for a non-financial company and warrants monitoring.,92.0
PFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,94.0
PFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,92.0
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95.0
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
PFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
PIDILITIND,con,CON_99,Business performance may face future market and industry risks.,65.0
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
PIDILITIND,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88.0
PIDILITIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
PIDILITIND,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,90.0
PNB,con,CON_01,Debt-to-equity ratio of 3.68 is elevated for a non-financial company and warrants monitoring.,92.0
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95.0
PNB,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90.0
POWERGRID,con,CON_99,Business performance may face future market and industry risks.,65.0
POWERGRID,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92.0
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
POWERGRID,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
RECLTD,con,CON_01,Debt-to-equity ratio of 6.42 is elevated for a non-financial company and warrants monitoring.,92.0
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90.0
RECLTD,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,92.0
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
RECLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91.0
RECLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
RELIANCE,con,CON_99,Business performance may face future market and industry risks.,65.0
RELIANCE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
SBILIFE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,92.0
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,96.0
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90.0
SBILIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
SBIN,con,CON_99,Business performance may face future market and industry risks.,65.0
SBIN,pro,PRO_99,Company has an established market presence and long-term business potential.,65.0
SHREECEM,con,CON_99,Business performance may face future market and industry risks.,65.0
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
SHREECEM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
SHRIRAMFIN,con,CON_01,Debt-to-equity ratio of 3.99 is elevated for a non-financial company and warrants monitoring.,92.0
SHRIRAMFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90.0
SHRIRAMFIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,94.0
SHRIRAMFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,92.0
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90.0
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
SHRIRAMFIN,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,94.0
SHRIRAMFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,86.0
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
SIEMENS,con,CON_99,Business performance may face future market and industry risks.,65.0
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91.0
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,86.0
SIEMENS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
SUNPHARMA,con,CON_99,Business performance may face future market and industry risks.,65.0
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
SUNPHARMA,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,94.0
SUNPHARMA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
SUNPHARMA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91.0
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
SUNPHARMA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,90.0
TATACONSUM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,88.0
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92.0
TATACONSUM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90.0
TATACONSUM,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,94.0
TATACONSUM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
TATACONSUM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
TATAMOTORS,con,CON_99,Business performance may face future market and industry risks.,65.0
TATAMOTORS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,86.0
TATAMOTORS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,90.0
TATAPOWER,con,CON_99,Business performance may face future market and industry risks.,65.0
TATAPOWER,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90.0
TATASTEEL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,86.0
TATASTEEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss.,88.0
TATASTEEL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,88.0
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92.0
TCS,con,CON_99,Business performance may face future market and industry risks.,65.0
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95.0
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92.0
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
TCS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,86.0
TECHM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,86.0
TECHM,con,CON_07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable.",90.0
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92.0
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90.0
TECHM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88.0
TITAN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,88.0
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95.0
TITAN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90.0
TITAN,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,94.0
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91.0
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,86.0
TORNTPHARM,con,CON_99,Business performance may face future market and industry risks.,65.0
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92.0
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90.0
TORNTPHARM,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,94.0
TORNTPHARM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88.0
TORNTPHARM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91.0
TORNTPHARM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,86.0
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
TRENT,con,CON_99,Business performance may face future market and industry risks.,65.0
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90.0
TRENT,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,94.0
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91.0
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,86.0
TRENT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring.,92.0
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90.0
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91.0
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,86.0
TVSMOTOR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84.0
